SalesOrderNumber,SalesOrderLineNumber,OrderQuantity,SalesAmount,TaxAmt,Freight,DiscountAmount,FirstName,LastName,BirthDate,Gender,MaritalStatus,YearlyIncome,TotalChildren,DateFirstPurchase,EnglishProductName,Color,Class,ProductLine,OrderDate,CalendarYear,EnglishMonthName,City,EnglishCountryRegionName,englishPromotionName,DiscountPct,SalesTerritoryGroup
SO56603,2,1,34.99,2.7992,0.8748,0.0,Bruce,Madan,1983-03-17,M,M,100000.0,0,2013-04-22,"Sport-100 Helmet, Blue",Blue,,S ,2013-04-22,2013,April,Coffs Harbour,Australia,No Discount,0.0,Pacific
SO56604,1,1,35.0,2.8,0.875,0.0,Tracy,Deng,1972-09-04,F,M,90000.0,4,2013-04-22,HL Mountain Tire,NA,H ,M ,2013-04-22,2013,April,Silverwater,Australia,No Discount,0.0,Pacific
SO56604,2,1,2.29,0.1832,0.0573,0.0,Tracy,Deng,1972-09-04,F,M,90000.0,4,2013-04-22,Patch Kit/8 Patches,NA,,S ,2013-04-22,2013,April,Silverwater,Australia,No Discount,0.0,Pacific
SO56605,1,1,21.49,1.7192,0.5373,0.0,Henry,Sullivan,1981-07-02,M,S,70000.0,0,2013-04-22,LL Road Tire,NA,L ,R ,2013-04-22,2013,April,Hobart,Australia,No Discount,0.0,Pacific
SO56605,2,1,2.29,0.1832,0.0573,0.0,Henry,Sullivan,1981-07-02,M,S,70000.0,0,2013-04-22,Patch Kit/8 Patches,NA,,S ,2013-04-22,2013,April,Hobart,Australia,No Discount,0.0,Pacific
SO56606,1,1,49.99,3.9992,1.2498,0.0,Carl,Chander,1970-01-01,M,S,70000.0,0,2013-04-22,"Long-Sleeve Logo Jersey, XL",Multi,,S ,2013-04-22,2013,April,Townsville,Australia,No Discount,0.0,Pacific
SO56606,2,1,24.49,1.9592,0.6123,0.0,Carl,Chander,1970-01-01,M,S,70000.0,0,2013-04-22,"Half-Finger Gloves, S",Black,,S ,2013-04-22,2013,April,Townsville,Australia,No Discount,0.0,Pacific
SO56607,1,1,1700.99,136.0792,42.5248,0.0,Kaitlin,Rana,1977-12-03,F,S,20000.0,0,2012-05-20,"Road-350-W Yellow, 40",Yellow,M ,R ,2013-04-22,2013,April,Les Ulis,France,No Discount,0.0,Europe
SO56607,2,1,34.99,2.7992,0.8748,0.0,Kaitlin,Rana,1977-12-03,F,S,20000.0,0,2012-05-20,"Sport-100 Helmet, Blue",Blue,,S ,2013-04-22,2013,April,Les Ulis,France,No Discount,0.0,Europe
SO56608,1,1,8.99,0.7192,0.2248,0.0,Dominic,Prasad,1979-04-07,M,M,110000.0,0,2013-04-22,Road Bottle Cage,NA,,R ,2013-04-22,2013,April,East Brisbane,Australia,No Discount,0.0,Pacific
SO56608,2,1,4.99,0.3992,0.1248,0.0,Dominic,Prasad,1979-04-07,M,M,110000.0,0,2013-04-22,Water Bottle - 30 oz.,NA,,S ,2013-04-22,2013,April,East Brisbane,Australia,No Discount,0.0,Pacific
SO56608,3,1,2.29,0.1832,0.0573,0.0,Dominic,Prasad,1979-04-07,M,M,110000.0,0,2013-04-22,Patch Kit/8 Patches,NA,,S ,2013-04-22,2013,April,East Brisbane,Australia,No Discount,0.0,Pacific
SO56609,1,1,2.29,0.1832,0.0573,0.0,Julia,Garcia,1971-03-14,F,M,100000.0,0,2013-03-20,Patch Kit/8 Patches,NA,,S ,2013-04-22,2013,April,Portland,United States,No Discount,0.0,North America
SO56610,1,1,28.99,2.3192,0.7248,0.0,Eduardo,Patterson,1983-02-11,M,S,40000.0,0,2013-02-13,Touring Tire,NA,,T ,2013-04-22,2013,April,Langford,Canada,No Discount,0.0,North America
SO56611,1,1,21.49,1.7192,0.5373,0.0,Nancy,Chapman,1974-09-15,F,M,80000.0,4,2013-01-29,LL Road Tire,NA,L ,R ,2013-04-22,2013,April,Cliffside,Canada,No Discount,0.0,North America
SO56611,2,1,3.99,0.3192,0.0998,0.0,Nancy,Chapman,1974-09-15,F,M,80000.0,4,2013-01-29,Road Tire Tube,NA,,R ,2013-04-22,2013,April,Cliffside,Canada,No Discount,0.0,North America
SO56611,3,1,34.99,2.7992,0.8748,0.0,Nancy,Chapman,1974-09-15,F,M,80000.0,4,2013-01-29,"Sport-100 Helmet, Black",Black,,S ,2013-04-22,2013,April,Cliffside,Canada,No Discount,0.0,North America
SO56612,1,1,4.99,0.3992,0.1248,0.0,Hailey,Patterson,1957-03-15,F,S,70000.0,2,2013-01-29,Touring Tire Tube,NA,,T ,2013-04-22,2013,April,Langley,Canada,No Discount,0.0,North America
SO56612,2,1,34.99,2.7992,0.8748,0.0,Hailey,Patterson,1957-03-15,F,S,70000.0,2,2013-01-29,"Sport-100 Helmet, Red",Red,,S ,2013-04-22,2013,April,Langley,Canada,No Discount,0.0,North America
SO56613,1,1,24.99,1.9992,0.6248,0.0,Brittany,Henderson,1961-01-04,F,S,80000.0,2,2013-04-22,LL Mountain Tire,NA,L ,M ,2013-04-22,2013,April,Concord,United States,No Discount,0.0,North America
SO56613,2,1,4.99,0.3992,0.1248,0.0,Brittany,Henderson,1961-01-04,F,S,80000.0,2,2013-04-22,Mountain Tire Tube,NA,,M ,2013-04-22,2013,April,Concord,United States,No Discount,0.0,North America
SO56613,3,1,34.99,2.7992,0.8748,0.0,Brittany,Henderson,1961-01-04,F,S,80000.0,2,2013-04-22,"Sport-100 Helmet, Red",Red,,S ,2013-04-22,2013,April,Concord,United States,No Discount,0.0,North America
SO56613,4,1,24.49,1.9592,0.6123,0.0,Brittany,Henderson,1961-01-04,F,S,80000.0,2,2013-04-22,"Half-Finger Gloves, L",Black,,S ,2013-04-22,2013,April,Concord,United States,No Discount,0.0,North America
SO56614,1,1,24.99,1.9992,0.6248,0.0,Katelyn,Lopez,1977-08-22,F,M,60000.0,0,2013-02-09,LL Mountain Tire,NA,L ,M ,2013-04-22,2013,April,Victoria,Canada,No Discount,0.0,North America
SO56614,2,1,4.99,0.3992,0.1248,0.0,Katelyn,Lopez,1977-08-22,F,M,60000.0,0,2013-02-09,Mountain Tire Tube,NA,,M ,2013-04-22,2013,April,Victoria,Canada,No Discount,0.0,North America
SO56614,3,1,2.29,0.1832,0.0573,0.0,Katelyn,Lopez,1977-08-22,F,M,60000.0,0,2013-02-09,Patch Kit/8 Patches,NA,,S ,2013-04-22,2013,April,Victoria,Canada,Volume Discount 11 to 14,0.02,North America
SO56615,1,1,4.99,0.3992,0.1248,0.0,Kaitlyn,Scott,1974-11-10,F,M,80000.0,4,2013-02-24,Mountain Tire Tube,NA,,M ,2013-04-22,2013,April,Westminster,Canada,No Discount,0.0,North America
SO56615,2,1,29.99,2.3992,0.7498,0.0,Kaitlyn,Scott,1974-11-10,F,M,80000.0,4,2013-02-24,ML Mountain Tire,NA,M ,M ,2013-04-22,2013,April,Westminster,Canada,No Discount,0.0,North America
SO56615,3,1,34.99,2.7992,0.8748,0.0,Kaitlyn,Scott,1974-11-10,F,M,80000.0,4,2013-02-24,"Sport-100 Helmet, Black",Black,,S ,2013-04-22,2013,April,Westminster,Canada,No Discount,0.0,North America
SO56616,1,1,29.99,2.3992,0.7498,0.0,Ashley,Robinson,1973-11-24,F,S,100000.0,2,2013-04-22,ML Mountain Tire,NA,M ,M ,2013-04-22,2013,April,Oregon City,United States,No Discount,0.0,North America
SO56616,2,1,2.29,0.1832,0.0573,0.0,Ashley,Robinson,1973-11-24,F,S,100000.0,2,2013-04-22,Patch Kit/8 Patches,NA,,S ,2013-04-22,2013,April,Oregon City,United States,Volume Discount 11 to 14,0.02,North America
SO56617,1,1,4.99,0.3992,0.1248,0.0,Sara,Green,1968-09-03,F,S,70000.0,0,2013-04-22,Water Bottle - 30 oz.,NA,,S ,2013-04-22,2013,April,Bellingham,United States,No Discount,0.0,North America
SO56617,2,1,9.99,0.7992,0.2498,0.0,Sara,Green,1968-09-03,F,S,70000.0,0,2013-04-22,Mountain Bottle Cage,NA,,M ,2013-04-22,2013,April,Bellingham,United States,No Discount,0.0,North America
SO56618,1,1,69.99,5.5992,1.7498,0.0,Megan,Rogers,1952-03-12,F,S,60000.0,4,2013-04-22,"Women's Mountain Shorts, M",Black,,M ,2013-04-22,2013,April,Santa Cruz,United States,No Discount,0.0,North America
SO56619,1,1,4.99,0.3992,0.1248,0.0,Rebekah,Gomez,1943-01-09,F,S,130000.0,2,2013-04-22,Water Bottle - 30 oz.,NA,,S ,2013-04-22,2013,April,Cliffside,Canada,No Discount,0.0,North America
SO56619,2,1,34.99,2.7992,0.8748,0.0,Rebekah,Gomez,1943-01-09,F,S,130000.0,2,2013-04-22,"Sport-100 Helmet, Black",Black,,S ,2013-04-22,2013,April,Cliffside,Canada,No Discount,0.0,North America
SO56620,1,1,69.99,5.5992,1.7498,0.0,Eric,Sharma,1977-10-20,M,M,130000.0,0,2013-04-22,"Women's Mountain Shorts, M",Black,,M ,2013-04-22,2013,April,Lemon Grove,United States,No Discount,0.0,North America
SO56621,1,1,69.99,5.5992,1.7498,0.0,Mary,Peterson,1962-06-05,F,M,40000.0,1,2013-04-22,"Women's Mountain Shorts, L",Black,,M ,2013-04-22,2013,April,Burien,United States,No Discount,0.0,North America
SO56621,2,1,8.99,0.7192,0.2248,0.0,Mary,Peterson,1962-06-05,F,M,40000.0,1,2013-04-22,"Racing Socks, M",White,,R ,2013-04-22,2013,April,Burien,United States,No Discount,0.0,North America
SO56622,1,1,69.99,5.5992,1.7498,0.0,Katherine,Hughes,1941-09-29,F,M,60000.0,2,2013-04-22,"Women's Mountain Shorts, M",Black,,M ,2013-04-22,2013,April,Tacoma,United States,No Discount,0.0,North America
SO56623,1,1,8.99,0.7192,0.2248,0.0,Kevin,Phillips,1981-11-01,M,M,30000.0,0,2013-04-22,AWC Logo Cap,Multi,,S ,2013-04-22,2013,April,Imperial Beach,United States,No Discount,0.0,North America
SO56623,2,1,69.99,5.5992,1.7498,0.0,Kevin,Phillips,1981-11-01,M,M,30000.0,0,2013-04-22,"Women's Mountain Shorts, S",Black,,M ,2013-04-22,2013,April,Imperial Beach,United States,No Discount,0.0,North America
SO56624,1,1,4.99,0.3992,0.1248,0.0,Wyatt,Wilson,1970-01-17,M,S,110000.0,3,2013-04-22,Mountain Tire Tube,NA,,M ,2013-04-22,2013,April,Bellflower,United States,No Discount,0.0,North America
SO56624,2,1,34.99,2.7992,0.8748,0.0,Wyatt,Wilson,1970-01-17,M,S,110000.0,3,2013-04-22,"Sport-100 Helmet, Red",Red,,S ,2013-04-22,2013,April,Bellflower,United States,No Discount,0.0,North America
SO56624,3,1,63.5,5.08,1.5875,0.0,Wyatt,Wilson,1970-01-17,M,S,110000.0,3,2013-04-22,"Classic Vest, M",Blue,,S ,2013-04-22,2013,April,Bellflower,United States,No Discount,0.0,North America
SO56625,1,1,4.99,0.3992,0.1248,0.0,Michael,Robinson,1977-02-05,M,M,60000.0,1,2013-04-22,Mountain Tire Tube,NA,,M ,2013-04-22,2013,April,Renton,United States,No Discount,0.0,North America
SO56625,2,1,54.99,4.3992,1.3748,0.0,Michael,Robinson,1977-02-05,M,M,60000.0,1,2013-04-22,Hydration Pack - 70 oz.,Silver,,S ,2013-04-22,2013,April,Renton,United States,No Discount,0.0,North America
SO56626,1,1,8.99,0.7192,0.2248,0.0,Alexis,Wood,1984-10-21,F,M,60000.0,0,2013-04-22,"Racing Socks, M",White,,R ,2013-04-22,2013,April,Spring Valley,United States,No Discount,0.0,North America
SO56626,2,1,21.98,1.7584,0.5495,0.0,Alexis,Wood,1984-10-21,F,M,60000.0,0,2013-04-22,Fender Set - Mountain,NA,,M ,2013-04-22,2013,April,Spring Valley,United States,No Discount,0.0,North America
SO56627,1,1,69.99,5.5992,1.7498,0.0,Damien,Jai,1974-05-03,M,S,10000.0,3,2013-04-22,"Women's Mountain Shorts, M",Black,,M ,2013-04-22,2013,April,London,United Kingdom,No Discount,0.0,Europe
SO56627,2,1,53.99,4.3192,1.3498,0.0,Damien,Jai,1974-05-03,M,S,10000.0,3,2013-04-22,"Short-Sleeve Classic Jersey, S",Yellow,,S ,2013-04-22,2013,April,London,United Kingdom,No Discount,0.0,Europe
SO56628,1,1,4.99,0.3992,0.1248,0.0,Edgar,Vance,1968-10-19,M,S,30000.0,2,2013-04-22,Water Bottle - 30 oz.,NA,,S ,2013-04-22,2013,April,Colombes,France,No Discount,0.0,Europe
SO56629,1,1,21.49,1.7192,0.5373,0.0,Orlando,Muñoz,1977-11-29,M,S,10000.0,0,2013-04-22,LL Road Tire,NA,L ,R ,2013-04-22,2013,April,Roissy en Brie,France,No Discount,0.0,Europe
SO56630,1,1,21.49,1.7192,0.5373,0.0,Micheal,Serrano,1974-10-03,M,M,10000.0,3,2013-04-22,LL Road Tire,NA,L ,R ,2013-04-22,2013,April,Erlangen,Germany,No Discount,0.0,Europe
SO56630,2,1,2.29,0.1832,0.0573,0.0,Micheal,Serrano,1974-10-03,M,M,10000.0,3,2013-04-22,Patch Kit/8 Patches,NA,,S ,2013-04-22,2013,April,Erlangen,Germany,No Discount,0.0,Europe
SO56631,1,1,28.99,2.3192,0.7248,0.0,Stanley,Rodriguez,1968-05-10,M,M,10000.0,1,2013-04-22,Touring Tire,NA,,T ,2013-04-22,2013,April,Sulzbach Taunus,Germany,No Discount,0.0,Europe
SO56631,2,1,4.99,0.3992,0.1248,0.0,Stanley,Rodriguez,1968-05-10,M,M,10000.0,1,2013-04-22,Touring Tire Tube,NA,,T ,2013-04-22,2013,April,Sulzbach Taunus,Germany,No Discount,0.0,Europe
SO56631,3,1,34.99,2.7992,0.8748,0.0,Stanley,Rodriguez,1968-05-10,M,M,10000.0,1,2013-04-22,"Sport-100 Helmet, Blue",Blue,,S ,2013-04-22,2013,April,Sulzbach Taunus,Germany,No Discount,0.0,Europe
SO56632,1,1,28.99,2.3192,0.7248,0.0,Jill,Dominguez,1960-02-01,F,M,20000.0,1,2013-04-22,Touring Tire,NA,,T ,2013-04-22,2013,April,Saint Ouen,France,No Discount,0.0,Europe
SO56632,2,1,4.99,0.3992,0.1248,0.0,Jill,Dominguez,1960-02-01,F,M,20000.0,1,2013-04-22,Touring Tire Tube,NA,,T ,2013-04-22,2013,April,Saint Ouen,France,No Discount,0.0,Europe
SO56632,3,1,2.29,0.1832,0.0573,0.0,Jill,Dominguez,1960-02-01,F,M,20000.0,1,2013-04-22,Patch Kit/8 Patches,NA,,S ,2013-04-22,2013,April,Saint Ouen,France,Volume Discount 11 to 14,0.02,Europe
SO56633,1,1,35.0,2.8,0.875,0.0,Garrett,Travers,1970-10-25,M,M,80000.0,3,2013-03-24,HL Mountain Tire,NA,H ,M ,2013-04-22,2013,April,Everett,United States,No Discount,0.0,North America
SO56634,1,1,4.99,0.3992,0.1248,0.0,Jacob,White,1982-01-06,M,S,30000.0,0,2013-04-22,Mountain Tire Tube,NA,,M ,2013-04-22,2013,April,Lincoln Acres,United States,No Discount,0.0,North America
SO56634,2,1,35.0,2.8,0.875,0.0,Jacob,White,1982-01-06,M,S,30000.0,0,2013-04-22,HL Mountain Tire,NA,H ,M ,2013-04-22,2013,April,Lincoln Acres,United States,No Discount,0.0,North America
SO56634,3,1,21.98,1.7584,0.5495,0.0,Jacob,White,1982-01-06,M,S,30000.0,0,2013-04-22,Fender Set - Mountain,NA,,M ,2013-04-22,2013,April,Lincoln Acres,United States,No Discount,0.0,North America
SO56635,1,1,35.0,2.8,0.875,0.0,Blake,Garcia,1968-03-08,M,M,70000.0,1,2013-04-22,HL Mountain Tire,NA,H ,M ,2013-04-22,2013,April,Olympia,United States,No Discount,0.0,North America
SO56635,2,1,2.29,0.1832,0.0573,0.0,Blake,Garcia,1968-03-08,M,M,70000.0,1,2013-04-22,Patch Kit/8 Patches,NA,,S ,2013-04-22,2013,April,Olympia,United States,No Discount,0.0,North America
SO56636,1,1,21.98,1.7584,0.5495,0.0,Abigail,Ramirez,1964-09-01,F,S,60000.0,4,2013-04-22,Fender Set - Mountain,NA,,M ,2013-04-22,2013,April,Victoria,Canada,No Discount,0.0,North America
SO56636,2,1,2.29,0.1832,0.0573,0.0,Abigail,Ramirez,1964-09-01,F,S,60000.0,4,2013-04-22,Patch Kit/8 Patches,NA,,S ,2013-04-22,2013,April,Victoria,Canada,No Discount,0.0,North America
SO56637,1,1,2294.99,183.5992,57.3748,0.0,Grace,Harris,1974-11-13,F,M,70000.0,5,2012-01-11,"Mountain-200 Black, 46",Black,H ,M ,2013-04-22,2013,April,Everett,United States,No Discount,0.0,North America
SO56637,2,1,35.0,2.8,0.875,0.0,Grace,Harris,1974-11-13,F,M,70000.0,5,2012-01-11,HL Mountain Tire,NA,H ,M ,2013-04-22,2013,April,Everett,United States,No Discount,0.0,North America
SO56637,3,1,2.29,0.1832,0.0573,0.0,Grace,Harris,1974-11-13,F,M,70000.0,5,2012-01-11,Patch Kit/8 Patches,NA,,S ,2013-04-22,2013,April,Everett,United States,No Discount,0.0,North America
SO56638,1,1,742.35,59.388,18.5588,0.0,Marc,Hernandez,1966-11-03,M,S,30000.0,4,2013-04-22,"Touring-3000 Blue, 62",Blue,L ,T ,2013-04-22,2013,April,Grevenbroich,Germany,No Discount,0.0,Europe
SO56638,2,1,4.99,0.3992,0.1248,0.0,Marc,Hernandez,1966-11-03,M,S,30000.0,4,2013-04-22,Touring Tire Tube,NA,,T ,2013-04-22,2013,April,Grevenbroich,Germany,No Discount,0.0,Europe
SO56638,3,1,28.99,2.3192,0.7248,0.0,Marc,Hernandez,1966-11-03,M,S,30000.0,4,2013-04-22,Touring Tire,NA,,T ,2013-04-22,2013,April,Grevenbroich,Germany,No Discount,0.0,Europe
SO56638,4,1,2.29,0.1832,0.0573,0.0,Marc,Hernandez,1966-11-03,M,S,30000.0,4,2013-04-22,Patch Kit/8 Patches,NA,,S ,2013-04-22,2013,April,Grevenbroich,Germany,Volume Discount 11 to 14,0.02,Europe
SO56639,1,1,2384.07,190.7256,59.6018,0.0,Kristi,Madan,1975-10-10,F,M,80000.0,4,2013-04-22,"Touring-1000 Yellow, 46",Yellow,H ,T ,2013-04-22,2013,April,Findon,Australia,No Discount,0.0,Pacific
SO56639,2,1,4.99,0.3992,0.1248,0.0,Kristi,Madan,1975-10-10,F,M,80000.0,4,2013-04-22,Touring Tire Tube,NA,,T ,2013-04-22,2013,April,Findon,Australia,No Discount,0.0,Pacific
SO56639,3,1,28.99,2.3192,0.7248,0.0,Kristi,Madan,1975-10-10,F,M,80000.0,4,2013-04-22,Touring Tire,NA,,T ,2013-04-22,2013,April,Findon,Australia,No Discount,0.0,Pacific
SO56639,4,1,2.29,0.1832,0.0573,0.0,Kristi,Madan,1975-10-10,F,M,80000.0,4,2013-04-22,Patch Kit/8 Patches,NA,,S ,2013-04-22,2013,April,Findon,Australia,No Discount,0.0,Pacific
SO56640,1,1,2443.35,195.468,61.0838,0.0,Katelyn,Richardson,1961-04-15,F,S,80000.0,2,2011-07-24,"Road-250 Red, 58",Red,H ,R ,2013-04-22,2013,April,Warrnambool,Australia,No Discount,0.0,Pacific
SO56640,2,1,8.99,0.7192,0.2248,0.0,Katelyn,Richardson,1961-04-15,F,S,80000.0,2,2011-07-24,Road Bottle Cage,NA,,R ,2013-04-22,2013,April,Warrnambool,Australia,No Discount,0.0,Pacific
SO56640,3,1,4.99,0.3992,0.1248,0.0,Katelyn,Richardson,1961-04-15,F,S,80000.0,2,2011-07-24,Water Bottle - 30 oz.,NA,,S ,2013-04-22,2013,April,Warrnambool,Australia,No Discount,0.0,Pacific
SO56641,1,1,1120.49,89.6392,28.0123,0.0,Michael,Martinez,1975-11-17,M,M,50000.0,1,2013-04-22,"Road-550-W Yellow, 40",Yellow,M ,R ,2013-04-22,2013,April,Bellflower,United States,No Discount,0.0,North America
SO56642,1,1,539.99,43.1992,13.4998,0.0,Kaitlin,Gonzalez,1981-05-06,F,S,30000.0,0,2013-04-22,"Road-750 Black, 52",Black,L ,R ,2013-04-22,2013,April,Paris,France,No Discount,0.0,Europe
SO56642,2,1,21.49,1.7192,0.5373,0.0,Kaitlin,Gonzalez,1981-05-06,F,S,30000.0,0,2013-04-22,LL Road Tire,NA,L ,R ,2013-04-22,2013,April,Paris,France,No Discount,0.0,Europe
SO56642,3,1,3.99,0.3192,0.0998,0.0,Kaitlin,Gonzalez,1981-05-06,F,S,30000.0,0,2013-04-22,Road Tire Tube,NA,,R ,2013-04-22,2013,April,Paris,France,No Discount,0.0,Europe
SO56643,1,1,2384.07,190.7256,59.6018,0.0,Ashlee,Deng,1972-10-29,F,M,40000.0,0,2012-04-28,"Touring-1000 Yellow, 54",Yellow,H ,T ,2013-04-22,2013,April,Paris,France,No Discount,0.0,Europe
SO56643,2,1,8.99,0.7192,0.2248,0.0,Ashlee,Deng,1972-10-29,F,M,40000.0,0,2012-04-28,Road Bottle Cage,NA,,R ,2013-04-22,2013,April,Paris,France,No Discount,0.0,Europe
SO56643,3,1,4.99,0.3992,0.1248,0.0,Ashlee,Deng,1972-10-29,F,M,40000.0,0,2012-04-28,Water Bottle - 30 oz.,NA,,S ,2013-04-22,2013,April,Paris,France,No Discount,0.0,Europe
SO56643,4,1,24.49,1.9592,0.6123,0.0,Ashlee,Deng,1972-10-29,F,M,40000.0,0,2012-04-28,"Half-Finger Gloves, L",Black,,S ,2013-04-22,2013,April,Paris,France,No Discount,0.0,Europe
SO56644,1,1,1120.49,89.6392,28.0123,0.0,Kathryn,Jai,1976-12-04,F,M,60000.0,3,2012-08-19,"Road-550-W Yellow, 40",Yellow,M ,R ,2013-04-23,2013,April,Cranbourne,Australia,No Discount,0.0,Pacific
SO56644,2,1,34.99,2.7992,0.8748,0.0,Kathryn,Jai,1976-12-04,F,M,60000.0,3,2012-08-19,"Sport-100 Helmet, Blue",Blue,,S ,2013-04-23,2013,April,Cranbourne,Australia,No Discount,0.0,Pacific
SO56645,1,1,4.99,0.3992,0.1248,0.0,Aaron,Hill,1980-05-07,M,S,80000.0,0,2013-04-23,Mountain Tire Tube,NA,,M ,2013-04-23,2013,April,Brisbane,Australia,No Discount,0.0,Pacific
SO56645,2,1,8.99,0.7192,0.2248,0.0,Aaron,Hill,1980-05-07,M,S,80000.0,0,2013-04-23,AWC Logo Cap,Multi,,S ,2013-04-23,2013,April,Brisbane,Australia,No Discount,0.0,Pacific
SO56645,3,1,21.98,1.7584,0.5495,0.0,Aaron,Hill,1980-05-07,M,S,80000.0,0,2013-04-23,Fender Set - Mountain,NA,,M ,2013-04-23,2013,April,Brisbane,Australia,No Discount,0.0,Pacific
SO56646,1,1,9.99,0.7992,0.2498,0.0,Jimmy,Ashe,1977-07-14,M,M,130000.0,4,2013-04-23,Mountain Bottle Cage,NA,,M ,2013-04-23,2013,April,East Brisbane,Australia,No Discount,0.0,Pacific
SO56646,2,1,4.99,0.3992,0.1248,0.0,Jimmy,Ashe,1977-07-14,M,M,130000.0,4,2013-04-23,Water Bottle - 30 oz.,NA,,S ,2013-04-23,2013,April,East Brisbane,Australia,No Discount,0.0,Pacific
SO56647,1,1,28.99,2.3192,0.7248,0.0,Colin,Chavez,1959-01-11,M,M,10000.0,2,2013-02-23,Touring Tire,NA,,T ,2013-04-23,2013,April,Coffs Harbour,Australia,No Discount,0.0,Pacific
SO56647,2,1,4.99,0.3992,0.1248,0.0,Colin,Chavez,1959-01-11,M,M,10000.0,2,2013-02-23,Touring Tire Tube,NA,,T ,2013-04-23,2013,April,Coffs Harbour,Australia,No Discount,0.0,Pacific
SO56647,3,1,34.99,2.7992,0.8748,0.0,Colin,Chavez,1959-01-11,M,M,10000.0,2,2013-02-23,"Sport-100 Helmet, Red",Red,,S ,2013-04-23,2013,April,Coffs Harbour,Australia,No Discount,0.0,Pacific
SO56648,1,1,159.0,12.72,3.975,0.0,Dana,Serrano,1980-04-08,F,S,130000.0,4,2013-03-25,All-Purpose Bike Stand,NA,,M ,2013-04-23,2013,April,Silverwater,Australia,No Discount,0.0,Pacific
SO56649,1,1,1700.99,136.0792,42.5248,0.0,Shawna,Pal,1976-02-04,F,M,40000.0,2,2013-04-23,"Road-350-W Yellow, 44",Yellow,M ,R ,2013-04-23,2013,April,Stuttgart,Germany,No Discount,0.0,Europe
SO56649,2,1,24.99,1.9992,0.6248,0.0,Shawna,Pal,1976-02-04,F,M,40000.0,2,2013-04-23,ML Road Tire,NA,M ,R ,2013-04-23,2013,April,Stuttgart,Germany,No Discount,0.0,Europe
SO56649,3,1,63.5,5.08,1.5875,0.0,Shawna,Pal,1976-02-04,F,M,40000.0,2,2013-04-23,"Classic Vest, L",Blue,,S ,2013-04-23,2013,April,Stuttgart,Germany,No Discount,0.0,Europe
SO56649,4,1,3.99,0.3192,0.0998,0.0,Shawna,Pal,1976-02-04,F,M,40000.0,2,2013-04-23,Road Tire Tube,NA,,R ,2013-04-23,2013,April,Stuttgart,Germany,No Discount,0.0,Europe
SO56650,1,1,539.99,43.1992,13.4998,0.0,Franklin,Xie,1966-05-19,M,M,30000.0,3,2012-07-28,"Mountain-500 Black, 48",Black,L ,M ,2013-04-23,2013,April,Wokingham,United Kingdom,No Discount,0.0,Europe
SO56650,2,1,21.98,1.7584,0.5495,0.0,Franklin,Xie,1966-05-19,M,M,30000.0,3,2012-07-28,Fender Set - Mountain,NA,,M ,2013-04-23,2013,April,Wokingham,United Kingdom,No Discount,0.0,Europe
SO56651,1,1,53.99,4.3192,1.3498,0.0,Robert,Mitchell,1985-08-03,M,M,60000.0,1,2013-04-23,"Short-Sleeve Classic Jersey, M",Yellow,,S ,2013-04-23,2013,April,Oakland,United States,No Discount,0.0,North America
SO56651,2,1,8.99,0.7192,0.2248,0.0,Robert,Mitchell,1985-08-03,M,M,60000.0,1,2013-04-23,AWC Logo Cap,Multi,,S ,2013-04-23,2013,April,Oakland,United States,No Discount,0.0,North America
SO56652,1,1,4.99,0.3992,0.1248,0.0,Lauren,Bennett,1971-05-13,F,M,110000.0,3,2013-04-23,Touring Tire Tube,NA,,T ,2013-04-23,2013,April,Concord,United States,No Discount,0.0,North America
SO56652,2,1,34.99,2.7992,0.8748,0.0,Lauren,Bennett,1971-05-13,F,M,110000.0,3,2013-04-23,"Sport-100 Helmet, Black",Black,,S ,2013-04-23,2013,April,Concord,United States,No Discount,0.0,North America
SO56652,3,1,63.5,5.08,1.5875,0.0,Lauren,Bennett,1971-05-13,F,M,110000.0,3,2013-04-23,"Classic Vest, L",Blue,,S ,2013-04-23,2013,April,Concord,United States,No Discount,0.0,North America
SO56653,1,1,4.99,0.3992,0.1248,0.0,Andrew,Martinez,1963-01-23,M,M,40000.0,1,2013-01-28,Touring Tire Tube,NA,,T ,2013-04-23,2013,April,N. Vancouver,Canada,No Discount,0.0,North America
SO56654,1,1,24.99,1.9992,0.6248,0.0,Jared,Peterson,1980-09-03,M,S,40000.0,4,2013-01-30,ML Road Tire,NA,M ,R ,2013-04-23,2013,April,Shawnee,Canada,No Discount,0.0,North America
SO56654,2,1,3.99,0.3192,0.0998,0.0,Jared,Peterson,1980-09-03,M,S,40000.0,4,2013-01-30,Road Tire Tube,NA,,R ,2013-04-23,2013,April,Shawnee,Canada,No Discount,0.0,North America
SO56654,3,1,34.99,2.7992,0.8748,0.0,Jared,Peterson,1980-09-03,M,S,40000.0,4,2013-01-30,"Sport-100 Helmet, Black",Black,,S ,2013-04-23,2013,April,Shawnee,Canada,No Discount,0.0,North America
SO56655,1,1,21.49,1.7192,0.5373,0.0,Arturo,Sun,1979-07-15,M,S,40000.0,3,2013-02-28,LL Road Tire,NA,L ,R ,2013-04-23,2013,April,Cliffside,Canada,No Discount,0.0,North America
SO56656,1,1,4.99,0.3992,0.1248,0.0,Ryan,Rodriguez,1952-08-24,M,M,70000.0,2,2013-04-23,Mountain Tire Tube,NA,,M ,2013-04-23,2013,April,Colma,United States,No Discount,0.0,North America
